"id";"nombre";"abreviatura";"urlgob";"url";"facebook";"twitter";"instagram";"linkedin";"youtube";"tiktok"
105;"Proyecto Especial Copasa";"COPASA";"/copasa";"www.gob.pe/copasa";"www.facebook.com/proyectoespecialcopasa";"";"";"";"www.youtube.com/@proyectoespecialcopasa";""
106;"Programa Integral Nacional para el Bienestar Familiar - INABIF";"INABIF";"/inabif";"www.gob.pe/inabif";"www.facebook.com/Mimp.Inabif";"www.twitter.com/mimpinabif";"www.instagram.com/MimpInabif";"";"www.youtube.com/channel/UCY1yH0u8lMCv4oRiBGjnh0g";""
107;"Programa Nacional de Saneamiento Urbano";"PNSU";"/pnsu";"www.gob.pe/pnsu";"www.facebook.com/pnsu.vivienda";"www.twitter.com/pnsu_vivienda";"";"";"";""
108;"Programa Nacional de Inversiones en Salud";"PRONIS";"/pronis";"www.gob.pe/pronis";"www.facebook.com/PronisMinsa";"www.twitter.com/PronisMinsa";"www.instagram.com/pronis_peru/";"www.linkedin.com/company/programa-nacional-de-inversiones-en-salud-pronis/mycompany/";"www.youtube.com/channel/UCa6omEhevXPZD4t2xyXIZvw";"www.tiktok.com/@pronisminsa"
109;"Programa Subsectorial de Irrigaciones";"PSI";"/psi";"www.gob.pe/psi";"www.facebook.com/midagriPSIPeru";"www.twitter.com/midagri_psiperu";"www.instagram.com/midagri_psiperu/";"";"www.youtube.com/channel/UCSfkyQanD8GAzvbXFOVU2ow";""
110;"Programa Nacional para la Prevención y Erradicación de la Violencia contra las Mujeres e Integrantes del Grupo Familiar";"AURORA";"/aurora";"www.gob.pe/aurora";"www.facebook.com/Mimp.Aurora";"www.twitter.com/MimpPeru";"www.instagram.com/mimpperu";"";"www.youtube.com/user/MimpTV";""
111;"Programa de Empleo Temporal  - Llamkasun Perú";"Llamkasun Perú";"/llamkasunperu";"www.gob.pe/llamkasunperu";"www.facebook.com/MTPEPERU/";"www.twitter.com/MTPE_Peru/";"";"";"www.youtube.com/user/trabajoparatodos1?feature=watch";""
112;"Programa Nacional de Apoyo Directo a los más Pobres - JUNTOS";"JUNTOS";"/juntos";"www.gob.pe/juntos";"www.facebook.com/MidisJuntos";"www.twitter.com/Midis_Juntos";"www.instagram.com/midisjuntos";"www.linkedin.com/company/programa-nacional-de-apoyo-directo-a-los-pobres-juntos/";"www.youtube.com/midisjuntos";"www.tiktok.com/@juntosprograma"
113;"Programa Nacional de Empleo ""Jóvenes Productivos""""""""""""""""""""""""""""""";"Jóvenes Productivos";"/jovenes-productivos";"www.gob.pe/jovenes-productivos";"www.facebook.com/MTPEPERU/";"www.twitter.com/MTPE_Peru";"www.instagram.com/mtpe_peru/";"";"";""
114;"Programa Nacional Cuna Más";"PNCM";"/cunamas";"www.gob.pe/cunamas";"www.facebook.com/MidisCunaMas";"www.twitter.com/MIDIS_CunaMas";"www.instagram.com/midiscunamas";"";"www.youtube.com/midiscunamas";"www.tiktok.com/@cunamas"
115;"Programa Nacional de Desarrollo Tecnológico e Innovación - ProInnóvate";"PROINNOVATE";"/proinnovate";"www.gob.pe/proinnovate";"www.facebook.com/ProInnovatePeru";"www.twitter.com/ProInnovatePeru";"www.instagram.com/proinnovateperu/";"www.linkedin.com/company/proinnovateperu/";"www.youtube.com/c/ProInn%C3%B3vatePer%C3%BA";""
116;"Programa Nacional de Telecomunicaciones";"Pronatel";"/pronatel";"www.gob.pe/pronatel";"www.facebook.com/pronatelperu";"www.twitter.com/Pronatel_Peru";"www.instagram.com/pronatel_mtc/?hl=es";"www.linkedin.com/company/programa-nacional-de-telecomunicaciones-pronatel";"www.youtube.com/channel/UCxTqKRRdDtxVF8iWaNFNpag";""
117;"Programa Nacional para la Promoción de Oportunidades Laborales Impulsa Perú";"Impulsa Perú";"/impulsaperu";"www.gob.pe/impulsaperu";"www.facebook.com/MTPEPERU";"www.twitter.com/MTPE_Peru/";"";"www.linkedin.com/company/mtpe-peru/";"www.youtube.com/c/MTPEPer%C3%BA/featured";""
118;"Programa de Desarrollo Productivo Agrario Rural";"AGRO RURAL";"/agrorural";"www.gob.pe/agrorural";"www.facebook.com/agroruralPER";"www.twitter.com/agroruralPER";"www.instagram.com/agroruralper/";"";"www.youtube.com/user/pnmsperu";"www.tiktok.com/@agroruralperu"
119;"Programa Nacional de Saneamiento Rural";"PNSR";"/pnsr";"www.gob.pe/pnsr";"www.facebook.com/PNSRPeru/";"www.twitter.com/PNSR_MVCS";"www.instagram.com/p/CMzjirchUBa/?utm_source=ig_web_copy_link";"";"www.youtube.com/watch?v=p3nM_W-0KOU";""
120;"Programa de Compensaciones para la Competitividad";"AGROIDEAS";"/agroideas";"www.gob.pe/agroideas";"www.facebook.com/AGROIDEASPeru/";"www.twitter.com/AGROIDEASPeru";"www.instagram.com/agroideas.peru";"www.linkedin.com/company/agroideas-del-minagri";"www.youtube.com/user/agroideas";"www.tiktok.com/@agroideas.peru"
121;"Programa Nacional de Conservación de Bosques para la Mitigación del Cambio Climático";"PNCBMCC";"/bosques";"www.gob.pe/bosques";"www.facebook.com/programabosques.peru";"www.twitter.com/programabosques";"www.instagram.com/programa_bosques_peru";"www.linkedin.com/in/programa-nacional-de-conservación-de-bosques-2058391b7";"www.youtube.com/@programabosquesoficial624";""
122;"Programa Nacional de Asistencia Solidaria Pensión 65";"PENSION 65";"/pension65";"www.gob.pe/pension65";"www.facebook.com/MIDISperupension65/";"www.twitter.com/MIDIS_Pension65";"www.instagram.com/midispension65/";"";"www.youtube.com/user/pension65gobpe";"www.tiktok.com/@midis_pension65"
123;"Programa Nacional de Becas y Crédito Educativo";"PRONABEC";"/pronabec";"www.gob.pe/pronabec";"www.facebook.com/PRONABEC";"www.twitter.com/PRONABEC";"www.instagram.com/pronabec/";"www.linkedin.com/company/pronabec";"www.youtube.com/c/PronabecOficial";"www.tiktok.com/@pronabec"
124;"Programa Nacional de Alimentación Escolar Qali Warma";"PNAE - QALI WARMA";"/qaliwarma";"www.gob.pe/qaliwarma";"www.facebook.com/MidisQaliWarma";"www.twitter.com/MidisQaliWarma";"www.instagram.com/midisqaliwarma";"";"www.youtube.com/qaliwarma";"www.tiktok.com/@midisqaliwarma"
125;"Programa Nacional de Investigación Científica y Estudios Avanzados";"PROCIENCIA";"/prociencia";"www.gob.pe/prociencia";"www.facebook.com/ProcienciaPeru";"www.twitter.com/ProcienciaPeru";"www.instagram.com/procienciaperu";"";"www.youtube.com/ProCienciaPeru";""
126;"Programa Nacional de Infraestructura Educativa";"PRONIED";"/pronied";"www.gob.pe/pronied";"www.facebook.com/ProniedPeru";"www.twitter.com/@proniedperu";"www.instagram.com/proniedperu";"www.linkedin.com/company/proniedperu/";"www.youtube.com/proniedperu";""
127;"Programa Nacional A Comer Pescado";"PNACP";"/acomerpescado";"www.gob.pe/acomerpescado";"www.facebook.com/acomerpescadooficial/";"www.twitter.com/AComerPescado";"www.instagram.com/acomerpescado";"";"www.youtube.com/channel/UCRbgP45yOy58ki2zp7WWD3A";""
128;"Programa Nacional de Innovación Agraria";"PNIA";"/pnia";"www.gob.pe/pnia";"";"";"";"";"www.youtube.com/channel/UCg57BD3jZRswnXQHGJKTcKA";""
129;"Programa Nacional Plataformas de Acción para la Inclusión Social";"PAIS";"/pais";"www.gob.pe/pais";"www.facebook.com/MidisPAIS";"www.twitter.com/MidisPAIS";"www.instagram.com/midispais";"www.linkedin.com/company/programa-nacional-pais/";"www.youtube.com/@MIDISProgramaNacionalPAIS";"www.tiktok.com/@midispais"
130;"Programa para el Mejoramiento y Ampliación de los Servicios del Centro de Empleo ";"FORTALECE PERÚ";"/fortaleceperu";"www.gob.pe/fortaleceperu";"www.facebook.com/MTPEPERU/";"www.twitter.com/MTPE_Peru";"www.instagram.com/mtpe_peru/";"";"youtube.com/trabajoparatodos1";""
131;"Programa Nacional de Bienes Incautados";"PRONABI";"/pronabi";"www.gob.pe/pronabi";"www.facebook.com/MinjusPeru";"www.twitter.com/MinjusDH_Peru";"www.instagram.com/minjus_peru";"";"www.youtube.com/@minjustv";"www.tiktok.com/@minjusdhperu"
132;"Programa Nacional de Innovación en Pesca y Acuicultura";"PNIPA";"/pnipa";"www.gob.pe/pnipa";"www.facebook.com/PNIPAPeru/";"www.twitter.com/PNIPAPeru";"www.instagram.com/pnipaperu/";"www.linkedin.com/company/82589986/admin/";"www.youtube.com/@PNIPA/";""
133;"Programa Nuestras Ciudades";"PNC";"/programa-nuestras-ciudades";"www.gob.pe/programa-nuestras-ciudades";"";"www.twitter.com/PncVivienda";"";"";"";""
134;"Programa Generación de Suelo Urbano";"PGSU";"/pgsu";"www.gob.pe/pgsu";"www.facebook.com/ViviendaPeru";"www.twitter.com/@viviendaperu";"www.instagram.com/ministeriovivienda/";"";"www.youtube.com/user/MVCSPrensa";""
135;"Programa Regional de Irrigación y Desarrollo Rural Integrado";"PRIDER";"/prider";"www.gob.pe/prider";"www.facebook.com/prideroficial";"www.twitter.com/PriderGra";"";"";"";""
136;"Programa Nacional de Centros Juveniles ";"PRONACEJ";"/pronacej";"www.gob.pe/pronacej";"www.facebook.com/PronacejPeru";"www.twitter.com/Pronacej_Peru";"www.instagram.com/pronacej_peru/";"";"www.youtube.com/@pronacejperu";""
137;"Programa Nacional de entrega de la pensión no contributiva a personas con discapacidad severa en situación de pobreza - CONTIGO";"CONTIGO";"/contigo";"www.gob.pe/contigo";"www.facebook.com/ProgramaNacionalContigo";"www.twitter.com/Midis_CONTIGO";"www.instagram.com/midiscontigo/";"";"www.youtube.com/channel/UCco2zxvolc8bXJ2G0Y_TFHw";""
138;"Programa de Modernización de la Prestación de los Servicios de Agua Potable y Saneamiento de las EPS";"Promotass";"/promotass";"www.gob.pe/promotass";"www.facebook.com/promotass.peru";"www.twitter.com/promotass_peru";"";"www.linkedin.com/in/programa-de-modernizaci%C3%B3n-1a0345216/";"www.youtube.com/@promotass_peru/featured";""
139;"Programa Nacional ""Tu Empresa""""""""""""""";"PNTE";"/tuempresa";"www.gob.pe/tuempresa";"www.facebook.com/tuempresagobpe";"www.twitter.com/tuempresagobpe";"www.instagram.com/tuempresagobpe";"";"www.youtube.com/@tuempresagobpe";"www.tiktok.com/@tuempresagobpe"
140;"Programa de Mejoramiento de los Servicios de Justicia en Materia Penal en el Perú - Minjusdh";"PMSJPP Minjusdh";"/pmsjp-minjusdh";"www.gob.pe/pmsjp-minjusdh";"www.facebook.com/MinjusPeru";"www.twitter.com/MinJusDH_Peru";"www.instagram.com/minjus_peru";"";"www.youtube.com/user/minjustv";""
141;"Programa Creación de Redes Integradas de Salud";"PCRIS";"/pcris";"www.gob.pe/pcris";"www.facebook.com/pcrisminsa";"www.twitter.com/PcrisMinsa";"www.instagram.com/pcrisminsa/";"www.linkedin.com/in/programa-creaci%C3%B3n-de-redes-integradas-de-salud-pcris-72b620233/?trk=public_post_share-update_actor-text&originalSubdomain=pe";"www.youtube.com/channel/UCwXZXA6jNED4PZrqpDwA7KA";"www.tiktok.com/@pcrisperu"
142;"Programa Nacional de Transporte Urbano Sostenible";"PROMOVILIDAD";"/promovilidad";"www.gob.pe/promovilidad";"www.facebook.com/promovilidadperu";"www.twitter.com/PromovilidadMTC";"www.instagram.com/promovilidad/";"www.linkedin.com/company/promovilidad-mtc/";"www.youtube.com/@programanacionaldetranspor5586";""
143;"Programa Mejoramiento de los Servicios de Justicia No Penales a través de la implementación del Expediente Judicial Electrónico";"PEJENP";"/pejenp";"www.gob.pe/pejenp";"www.facebook.com/Programa-EJE-No-Penal-101113609347911";"";"";"www.linkedin.com/company/programa-eje-no-penal-poder-judicial/";"www.youtube.com/@ejenopenalpj-bancomundial4289/featured";""
144;"Programa Nacional Compras a MYPErú";"Compras a MYPErú";"/comprasamyperu";"www.gob.pe/comprasamyperu";"www.facebook.com/minproduccion";"www.twitter.com/MINPRODUCCION";"www.instagram.com/minproduccion/";"";"www.youtube.com/PRODUCEGOB";""
145;"Programa de Mejoramiento de los Servicios de Justicia en Materia Penal en el Perú - Poder Judicial";"PMSJPP PJ";"/pmsjp-pj";"www.gob.pe/pmsjp-pj";"www.facebook.com/Ejepenal";"";"";"www.linkedin.com/programa-de-mejoramiento-de-los-servicios-de-justicia-en-materia-penal-en-el-per%C3%BA-eje-penal/";"www.youtube.com/channel/UCDybbuSxPN1Rd3Wwig6auoA/featured";""
146;"Programa de Apoyo al Desarrollo Rural Andino";"Pradera";"/pradera";"www.gob.pe/pradera";"www.facebook.com/PRADERAGOREPUNO2023";"";"";"";"www.youtube.com/@praderagorepuno";""
147;"Escuela Nacional de Administración Pública";"ENAP";"/enap";"www.gob.pe/enap";"www.facebook.com/SERVIRPERU";"www.twitter.com/SERVIR_PERU";"www.instagram.com/servir_peru";"www.linkedin.com/company/servir-peru";"www.youtube.com/ServirTV";"www.tiktok.com/@servir_peru/"
148;"Escuela Nacional de Salud Pública";"ENSAP";"/ensap";"www.gob.pe/ensap";"www.facebook.com/escuelanacionaldesaludpublica";"www.twitter.com/ensap_peru";"www.instagram.com/ensap.peru/";"www.linkedin.com/in/ensap-peru-0373987b?trk=people-guest_people_search-card ";"www.youtube.com/@escuelanacionaldesaludpublica";"www.tiktok.com/@ensap.peru"
149;"Centro de Innovación Productiva y Transferencia Tecnológica de la Madera";"CITEmadera";"/citemadera";"www.gob.pe/citemadera";"www.facebook.com/CITEmadera";"www.twitter.com/CITEmadera";"www.instagram.com/citemadera";"www.linkedin.com/company/citemadera";"www.youtube.com/user/citemadera";""
150;"Consejo Nacional de Educación";"CNE";"/cne";"www.gob.pe/cne";"www.facebook.com/Consejonacionaldeeducacion";"www.twitter.com/cneperu";"www.instagram.com/cneperu";"www.linkedin.com/company/cneperu/";"www.youtube.com/user/cneperu";""
151;"Sistema Metropolitano de La Solidaridad";"SISOL";"/sisol";"www.gob.pe/sisol";"www.facebook.com/HospitaldelaSolidaridad/";"www.twitter.com/HospSolidaridad";"www.instagram.com/hospitaldelasolidaridad/";"www.linkedin.com/company/hospitales-de-la-solidaridad/";"www.youtube.com/@hospitaldelasolidaridad01";"www.tiktok.com/@hospitaldelasolidaridad"
152;"Mejor Atención al Ciudadano ";"MAC";"/mejor-atencion-al-ciudadano";"www.gob.pe/mejor-atencion-al-ciudadano";"www.facebook.com/MAC.PCM/";"www.twitter.com/Redes_MAC";"";"";"";""
153;"Central de Compras Públicas";"PERÚ COMPRAS";"/perucompras";"www.gob.pe/perucompras";"www.facebook.com/PeruComprasPublicas/";"www.twitter.com/peru_compras";"www.instagram.com/peru_compras/";"www.linkedin.com/company/perucompras/";"www.youtube.com/c/PERUCOMPRAS";""
154;"Fondo de Aseguramiento en Salud de la Policía Nacional del Perú";"SALUDPOL";"/saludpol";"www.gob.pe/saludpol";"www.facebook.com/saludpol";"www.twitter.com/saludpol_peru";"www.instagram.com/saludpol_peru";"";"www.youtube.com/channel/UCteLWdicEtWnaHmNZobNorg";""
155;"Fondo Intangible Solidario de Salud";"FISSAL";"/fissal";"www.gob.pe/fissal";"www.facebook.com/FISSAL.PERU";"www.twitter.com/FissalPeru";"www.instagram.com/fissal.peru";"www.linkedin.com/in/fissalperu";"www.youtube.com/channel/UC-XSyKJXX22xZr2OI1C1oZA/videos?view_as=subscriber";""
156;"Centro Nacional de Planeamiento Estratégico";"CEPLAN";"/ceplan";"www.gob.pe/ceplan";"www.facebook.com/ceplan";"www.twitter.com/Ceplan2050";"www.instagram.com/ceplanperu";"www.linkedin.com/company/ceplan/";"www.youtube.com/user/CanalCeplan";"www.tiktok.com/@ceplan"
157;"Centro de Altos Estudios Nacionales";"CAEN";"/caen";"www.gob.pe/caen";"www.facebook.com/CAENEPG";"www.twitter.com/caen_epg";"www.instagram.com/caen_epg";"";"www.youtube.com/channel/UC3cxettVLQzr7JmwVcOjUxA";""
158;"Oficina Previsional de las Fuerzas Armadas";"OPREFA";"/oprefa";"www.gob.pe/oprefa";"www.facebook.com/OficinaPrevisionaldelasFuerzasArmadas";"www.twitter.com/ArmadasOficina";"www.instagram.com/oficinaprevisionaldelasffaa";"";"www.youtube.com/channel/UCv1l3ZnDsWn0ZYDmcRs2I-w";""
159;"Consejo Nacional para la Integración de la Persona con Discapacidad";"CONADIS";"/conadis";"www.gob.pe/conadis";"www.facebook.com/mimp.conadis";"www.twitter.com/Mimpconadis";"www.instagram.com/mimpconadis/";"www.linkedin.com/company/mimpconadis";"www.youtube.com/conadis2011";"www.tiktok.com/@mimpconadis"
160;"Servicio Nacional de Áreas Naturales Protegidas por el Estado";"SERNANP";"/sernanp";"www.gob.pe/sernanp";"www.facebook.com/SERNANPPERU/";"www.twitter.com/SERNANP";"www.instagram.com/sernanp/";"www.linkedin.com/company/servicio-nacional-de-%C3%A1reas-naturales-protegidas-por-el-estado-sernanp/";"www.youtube.com/user/sernanp";""
161;"Escuela Nacional Superior Autónoma de Bellas Artes del Perú";"ENSABAP";"/ensabap";"www.gob.pe/ensabap";"www.facebook.com/ensabap.oficial";"www.twitter.com/bellasartespe";"www.instagram.com/escueladebellasartesperu/";"";"www.youtube.com/channel/UC_UM2E9Lh2PGe2rEM0FeVHg";""
162;"Centro Nacional de Estimación, Prevención y Reducción del Riesgo de Desastres";"CENEPRED";"/cenepred";"www.gob.pe/cenepred";"www.facebook.com/cenepred";"www.twitter.com/CENEPRED";"";"www.linkedin.com/company/cenepred/";"www.youtube.com/channel/UCw9I7jPR0NLMqT2DmDGgMeQ";""
163;"Transportes Metropolitanos de Trujillo";"TMT";"/tmt";"www.gob.pe/tmt";"www.facebook.com/page.tmt";"www.twitter.com/tmt_transportes";"www.instagram.com/tmt.trujillo/";"";"";""
164;"Plan Copesco Nacional";"PCN";"/pcn";"www.gob.pe/pcn";"www.facebook.com/PlanCopescoNacionalPeru";"www.twitter.com/COPESCOnacional";"www.instagram.com/plancopesconacional/";"www.linkedin.com/company/92877597/admin/feed/posts/";"www.youtube.com/channel/UCuSn2VX1nm82jzzClFqzIqg";"www.tiktok.com/@plancopesconacional"
165;"Sistema Nacional de Evaluación, Acreditación y Certificación de la Calidad Educativa";"SINEACE";"/sineace";"www.gob.pe/sineace";"www.facebook.com/SINEACEOFICIAL/";"www.twitter.com/SineacePeru";"www.instagram.com/sineaceperu/";"www.linkedin.com/company/sistema-nacional-de-evaluación-acreditación-y-certificación-de-la-calidad-educativa---sineace/?viewAsMember=true";"www.youtube.com/SINEACE1/";"www.tiktok.com/@sineaceperu"
166;"Servicio Nacional Forestal y de Fauna Silvestre";"SERFOR";"/serfor";"www.gob.pe/serfor";"www.facebook.com/serforperu";"www.twitter.com/serforperu";"www.instagram.com/serforperu";"";"www.youtube.com/channel/UCD4qFU2Ths6z4TK4m5Sejzw";""
167;"Servicio Nacional de Certificación Ambiental para las Inversiones Sostenibles";"Senace";"/senace";"www.gob.pe/senace";"www.facebook.com/SenacePeru";"www.twitter.com/SenacePeru";"www.instagram.com/senaceperu";"www.linkedin.com/company/senaceperu/";"www.youtube.com/SenacePeru";""
168;"Seguro Integral de Salud";"SIS";"/sis";"www.gob.pe/sis";"www.facebook.com/sisperuoficial";"www.twitter.com/SISPeruOficial";"www.instagram.com/sisperuoficial";"www.linkedin.com/company/seguro-integral-de-salud-sis-oficial";"www.youtube.com/seguroSISperu";"www.tiktok.com/@sisperuoficial"
169;"Comisión Nacional de Investigación y Desarrollo Aeroespacial";"CONIDA";"/conida";"www.gob.pe/conida";"www.facebook.com/conidaoficial/";"www.twitter.com/A_Espacial_Peru";"www.instagram.com/a_espacial_peru";"";"www.youtube.com/channel/UC3MPqpTYy4G_0YBbTGAVG8w";""
170;"Servicio Nacional de Meteorología e Hidrología del Perú";"SENAMHI";"/senamhi";"www.gob.pe/senamhi";"www.facebook.com/senamhiperu";"www.twitter.com/senamhiperu";"www.instagram.com/senamhi_peru";"";"www.youtube.com/senamhiperu";""
171;"Servicio Nacional de Sanidad Agraria del Perú";"SENASA";"/senasa";"www.gob.pe/senasa";"www.facebook.com/senasaperu";"www.twitter.com/senasa_peru";"www.instagram.com/senasa_peru";"www.linkedin.com//company/senasaperu";"www.youtube.com/@SenasaPeru2024";"www.tiktok.com/@senasa_peru"
172;"Centro de Formación en Turismo";"CENFOTUR";"/cenfotur";"www.gob.pe/cenfotur";"www.facebook.com/CenfoturPeru";"";"www.instagram.com/cenfotur_pe/";"www.linkedin.com/school/cenfotur/";"www.youtube.com/user/CenfoturPeru/";"www.tiktok.com/@cenfotur"
173;"Fondo Nacional de Desarrollo Pesquero";"FONDEPES";"/fondepes";"www.gob.pe/fondepes";"www.facebook.com/FONDEPES";"www.twitter.com/fondepes";"www.instagram.com/fondepes";"www.linkedin.com/company/fondepes-produce";"www.youtube.com/FONDEPESTV";""
174;"Seguro Social de Salud";"EsSalud";"/essalud";"www.gob.pe/essalud";"www.facebook.com/EsSaludPeruOficial";"www.twitter.com/EsSaludPeru";"www.instagram.com/essaludperu/";"www.linkedin.com/company/essalud/about/";"www.youtube.com/@EsSaludPeruOficial";"www.tiktok.com/@essaludperu"
175;"Servicio Nacional de Capacitación para la Industria de la Construcción";"SENCICO";"/sencico";"www.gob.pe/sencico";"www.facebook.com/sencicoperu/";"www.twitter.com/sencicoperu";"www.instagram.com/sencicoperu";"www.linkedin.com/school/sencicoperu";"www.youtube.com/sencicoperu";"www.tiktok.com/@sencicoperu"
176;"Banco de la Nación";"BN";"/bn";"www.gob.pe/bn";"www.facebook.com/BancodelaNacion";"www.twitter.com/BancodelaNacion";"www.instagram.com/bancodelanacionperu";"www.linkedin.com/company/bancodelanacionperu";"www.youtube.com/user/BNPeru";"www.tiktok.com/@bancodelanacionperu"
177;"Fondo de Cooperación para el Desarrollo Social";"FONCODES";"/foncodes";"www.gob.pe/foncodes";"www.facebook.com/MidisFoncodes/";"www.twitter.com/MidisFoncodes";"www.instagram.com/midisfoncodes/";"";"www.youtube.com/foncodesmidis";"www.tiktok.com/@midis_foncodes"
